interaction_id,customer_id,product_id,interaction_type,interaction_score,rating,quantity,timestamp
INT0000395,CUST00021,PROD00095,wishlist,0.337,,1,2025-09-14
INT0000396,CUST00021,PROD00223,view,0.05,,1,2026-05-31
INT0000397,CUST00021,PROD00016,view,0.082,,1,2025-07-03
INT0000398,CUST00022,PROD00250,purchase,1.0,,1,2025-06-25
INT0000399,CUST00022,PROD00164,cart,0.608,,1,2025-06-05
INT0000400,CUST00022,PROD00152,purchase,0.851,,1,2026-01-23
INT0000401,CUST00022,PROD00104,view,0.12,,1,2025-12-21
INT0000402,CUST00022,PROD00159,purchase,1.0,,2,2025-04-14
INT0000403,CUST00022,PROD00108,view,0.05,,1,2025-09-02
INT0000404,CUST00022,PROD00032,view,0.132,,1,2025-12-25
INT0000405,CUST00022,PROD00113,view,0.116,,1,2026-02-07
INT0000406,CUST00022,PROD00183,view,0.078,,1,2025-07-15
INT0000407,CUST00022,PROD00151,view,0.118,,1,2025-03-16
INT0000408,CUST00022,PROD00226,rating,0.862,4.0,1,2025-09-22
INT0000409,CUST00022,PROD00208,view,0.055,,1,2025-07-10
INT0000410,CUST00022,PROD00026,cart,0.581,,1,2025-01-28
INT0000411,CUST00022,PROD00058,cart,0.661,,1,2026-04-12
INT0000412,CUST00022,PROD00065,purchase,0.957,,1,2025-11-30
INT0000413,CUST00022,PROD00164,purchase,1.0,,1,2026-05-11
INT0000414,CUST00022,PROD00159,cart,0.745,,1,2025-06-24
INT0000415,CUST00022,PROD00246,view,0.064,,1,2025-09-23
INT0000416,CUST00022,PROD00190,cart,0.535,,1,2025-05-19
INT0000417,CUST00022,PROD00022,purchase,0.947,,2,2025-01-27
INT0000418,CUST00022,PROD00167,view,0.153,,1,2026-05-14
INT0000419,CUST00022,PROD00030,rating,0.919,4.0,1,2025-01-13
INT0000420,CUST00022,PROD00058,cart,0.613,,1,2025-12-10
INT0000421,CUST00022,PROD00230,cart,0.738,,1,2025-02-16
INT0000422,CUST00022,PROD00142,view,0.083,,1,2026-06-30
INT0000423,CUST00022,PROD00121,rating,0.88,4.0,1,2026-02-08
INT0000424,CUST00023,PROD00125,purchase,1.0,,1,2025-04-14
INT0000425,CUST00023,PROD00222,purchase,1.0,,2,2026-07-26
INT0000426,CUST00023,PROD00110,purchase,1.0,,1,2025-04-18
INT0000427,CUST00023,PROD00064,cart,0.628,,1,2026-02-17
INT0000428,CUST00023,PROD00041,rating,0.701,3.0,1,2025-05-20
INT0000429,CUST00023,PROD00108,view,0.125,,1,2025-09-12
INT0000430,CUST00023,PROD00095,view,0.139,,1,2026-03-22
INT0000431,CUST00023,PROD00043,cart,0.546,,1,2025-11-05
INT0000432,CUST00023,PROD00090,view,0.134,,1,2026-04-18
INT0000433,CUST00023,PROD00057,view,0.14,,1,2025-12-23
INT0000434,CUST00023,PROD00127,view,0.103,,1,2025-02-05
INT0000435,CUST00023,PROD00245,view,0.064,,1,2025-05-01
INT0000436,CUST00023,PROD00226,cart,0.564,,1,2025-08-18
INT0000437,CUST00023,PROD00047,view,0.12,,1,2026-06-13
INT0000438,CUST00023,PROD00078,view,0.073,,1,2025-11-25
INT0000439,CUST00024,PROD00198,cart,0.757,,1,2026-01-29
INT0000440,CUST00024,PROD00163,view,0.062,,1,2026-07-06
INT0000441,CUST00024,PROD00242,purchase,0.994,,2,2025-04-14
INT0000442,CUST00024,PROD00064,cart,0.543,,1,2026-05-04
INT0000443,CUST00024,PROD00193,purchase,1.0,,1,2025-02-26
INT0000444,CUST00024,PROD00094,purchase,1.0,,1,2025-11-10
INT0000445,CUST00024,PROD00198,view,0.135,,1,2025-11-04
INT0000446,CUST00024,PROD00040,purchase,1.0,,1,2026-04-23
INT0000447,CUST00024,PROD00119,purchase,1.0,,1,2026-03-30
INT0000448,CUST00024,PROD00184,rating,0.824,5.0,1,2025-11-07
INT0000449,CUST00024,PROD00229,purchase,0.97,,1,2025-10-05
INT0000450,CUST00024,PROD00231,view,0.114,,1,2026-04-30
INT0000451,CUST00024,PROD00024,purchase,1.0,,1,2025-02-18
INT0000452,CUST00024,PROD00184,rating,0.896,2.0,1,2025-10-11
INT0000453,CUST00024,PROD00058,purchase,0.858,,1,2025-09-16
INT0000454,CUST00024,PROD00136,wishlist,0.429,,1,2026-02-03
INT0000455,CUST00024,PROD00054,rating,0.715,4.0,1,2026-05-31
INT0000456,CUST00024,PROD00143,view,0.074,,1,2025-03-05
INT0000457,CUST00024,PROD00233,rating,0.751,4.0,1,2026-05-05
INT0000458,CUST00024,PROD00010,wishlist,0.348,,1,2026-07-04
INT0000459,CUST00024,PROD00109,rating,0.878,3.0,1,2025-05-14
INT0000460,CUST00024,PROD00128,wishlist,0.397,,1,2025-03-02
INT0000461,CUST00024,PROD00136,cart,0.636,,1,2025-05-05
INT0000462,CUST00024,PROD00133,purchase,1.0,,1,2026-05-15
INT0000463,CUST00024,PROD00220,purchase,0.882,,1,2026-05-21
INT0000464,CUST00024,PROD00250,view,0.055,,1,2025-12-23
INT0000465,CUST00024,PROD00007,purchase,0.939,,2,2025-12-07
INT0000466,CUST00024,PROD00119,view,0.144,,1,2026-03-19
INT0000467,CUST00024,PROD00069,cart,0.672,,1,2025-03-31
INT0000468,CUST00024,PROD00134,view,0.103,,1,2026-03-13
INT0000469,CUST00025,PROD00019,purchase,1.0,,1,2025-09-26
INT0000470,CUST00025,PROD00114,view,0.083,,1,2025-09-23
INT0000471,CUST00025,PROD00242,view,0.05,,1,2025-12-07
INT0000472,CUST00025,PROD00168,purchase,0.857,,1,2026-03-08
INT0000473,CUST00025,PROD00019,purchase,0.976,,1,2026-04-26
INT0000474,CUST00025,PROD00218,view,0.104,,1,2025-01-19
INT0000475,CUST00025,PROD00100,purchase,1.0,,1,2026-03-06
INT0000476,CUST00025,PROD00151,cart,0.524,,1,2025-01-22
INT0000477,CUST00025,PROD00073,rating,0.943,4.0,1,2026-06-18
INT0000478,CUST00025,PROD00111,view,0.094,,1,2025-12-31
INT0000479,CUST00025,PROD00044,purchase,0.973,,1,2025-05-06
INT0000480,CUST00025,PROD00079,view,0.082,,1,2025-03-30
INT0000481,CUST00025,PROD00069,view,0.133,,1,2025-01-11
INT0000482,CUST00025,PROD00013,wishlist,0.311,,1,2026-05-31
INT0000483,CUST00025,PROD00195,view,0.067,,1,2026-02-03
INT0000484,CUST00025,PROD00113,wishlist,0.4,,1,2025-10-11
INT0000485,CUST00025,PROD00113,purchase,1.0,,1,2025-02-03
INT0000486,CUST00025,PROD00104,view,0.142,,1,2026-03-04
INT0000487,CUST00025,PROD00156,cart,0.584,,1,2026-01-15
INT0000488,CUST00025,PROD00156,view,0.075,,1,2026-04-15
INT0000489,CUST00025,PROD00093,view,0.136,,1,2025-08-20
INT0000490,CUST00025,PROD00203,wishlist,0.304,,1,2025-10-01
INT0000491,CUST00025,PROD00178,purchase,1.0,,1,2025-11-04
INT0000492,CUST00025,PROD00054,wishlist,0.404,,1,2025-09-18
INT0000493,CUST00025,PROD00054,view,0.138,,1,2026-07-29
INT0000494,CUST00025,PROD00162,view,0.078,,1,2026-02-12
INT0000495,CUST00025,PROD00170,cart,0.634,,1,2026-06-29
INT0000496,CUST00025,PROD00031,view,0.162,,1,2026-04-25
INT0000497,CUST00025,PROD00158,purchase,0.907,,1,2026-03-05
INT0000498,CUST00025,PROD00196,view,0.051,,1,2025-12-19
INT0000499,CUST00025,PROD00024,view,0.111,,1,2026-07-28
INT0000500,CUST00026,PROD00221,wishlist,0.438,,1,2025-07-21
INT0000501,CUST00026,PROD00074,view,0.123,,1,2026-07-05
INT0000502,CUST00026,PROD00009,view,0.096,,1,2025-12-23
INT0000503,CUST00026,PROD00115,view,0.104,,1,2025-12-02
INT0000504,CUST00026,PROD00025,purchase,0.973,,1,2025-08-05
INT0000505,CUST00026,PROD00074,view,0.089,,1,2026-01-01
INT0000506,CUST00026,PROD00007,purchase,1.0,,1,2025-04-21
INT0000507,CUST00026,PROD00201,view,0.077,,1,2025-04-07
INT0000508,CUST00026,PROD00201,wishlist,0.327,,1,2026-07-15
INT0000509,CUST00026,PROD00034,wishlist,0.415,,1,2026-08-01
INT0000510,CUST00026,PROD00089,rating,0.845,5.0,1,2026-02-12
INT0000511,CUST00026,PROD00184,purchase,0.982,,1,2026-05-12
INT0000512,CUST00026,PROD00018,view,0.085,,1,2025-06-10
INT0000513,CUST00026,PROD00060,purchase,1.0,,1,2026-01-13
INT0000514,CUST00026,PROD00046,purchase,1.0,,3,2025-06-17
INT0000515,CUST00026,PROD00172,view,0.102,,1,2026-06-19
INT0000516,CUST00026,PROD00010,view,0.161,,1,2025-08-29
INT0000517,CUST00026,PROD00152,wishlist,0.328,,1,2026-06-04
INT0000518,CUST00026,PROD00049,cart,0.602,,1,2025-12-15
INT0000519,CUST00026,PROD00013,purchase,1.0,,2,2025-12-29
INT0000520,CUST00026,PROD00046,purchase,1.0,,1,2026-02-13
INT0000521,CUST00026,PROD00069,purchase,1.0,,1,2025-01-14
INT0000522,CUST00027,PROD00152,purchase,1.0,,2,2025-01-23
INT0000523,CUST00027,PROD00075,view,0.086,,1,2025-10-15
INT0000524,CUST00027,PROD00039,cart,0.64,,1,2026-03-18
INT0000525,CUST00027,PROD00100,purchase,0.931,,1,2025-10-04
INT0000526,CUST00027,PROD00067,rating,0.754,3.0,1,2025-05-22
INT0000527,CUST00027,PROD00101,view,0.095,,1,2025-01-09
INT0000528,CUST00027,PROD00023,view,0.157,,1,2025-10-29
INT0000529,CUST00027,PROD00158,cart,0.517,,1,2025-04-15
INT0000530,CUST00027,PROD00248,view,0.125,,1,2026-03-19
INT0000531,CUST00027,PROD00045,cart,0.557,,1,2026-07-12
INT0000532,CUST00027,PROD00143,purchase,1.0,,1,2025-05-30
INT0000533,CUST00027,PROD00128,view,0.121,,1,2026-03-23
INT0000534,CUST00027,PROD00048,view,0.056,,1,2025-04-26
INT0000535,CUST00027,PROD00048,rating,0.862,3.0,1,2025-08-30
INT0000536,CUST00027,PROD00105,view,0.118,,1,2025-09-24
INT0000537,CUST00027,PROD00240,view,0.105,,1,2025-12-26
INT0000538,CUST00027,PROD00014,purchase,1.0,,1,2026-07-08
INT0000539,CUST00027,PROD00056,rating,0.852,5.0,1,2026-06-13
INT0000540,CUST00027,PROD00237,view,0.091,,1,2025-06-22
INT0000541,CUST00027,PROD00224,purchase,1.0,,1,2025-08-12
INT0000542,CUST00027,PROD00133,wishlist,0.392,,1,2025-03-19
INT0000543,CUST00027,PROD00193,view,0.116,,1,2026-06-09
INT0000544,CUST00027,PROD00050,view,0.109,,1,2025-01-29
INT0000545,CUST00028,PROD00130,wishlist,0.352,,1,2025-04-13
INT0000546,CUST00028,PROD00051,purchase,0.931,,1,2025-04-30
INT0000547,CUST00028,PROD00037,view,0.115,,1,2025-07-20
INT0000548,CUST00028,PROD00104,rating,0.798,4.0,1,2025-08-26
INT0000549,CUST00028,PROD00156,purchase,1.0,,1,2025-11-11
INT0000550,CUST00028,PROD00183,rating,0.828,3.0,1,2026-02-13
INT0000551,CUST00028,PROD00080,wishlist,0.383,,1,2025-06-25
INT0000552,CUST00028,PROD00232,view,0.053,,1,2025-07-05
INT0000553,CUST00028,PROD00027,view,0.075,,1,2025-01-06
INT0000554,CUST00028,PROD00036,view,0.109,,1,2025-08-21
INT0000555,CUST00028,PROD00156,purchase,1.0,,1,2026-02-21
INT0000556,CUST00028,PROD00147,purchase,1.0,,1,2025-09-23
INT0000557,CUST00028,PROD00182,purchase,1.0,,2,2025-04-25
INT0000558,CUST00029,PROD00029,wishlist,0.463,,1,2025-05-16
INT0000559,CUST00029,PROD00199,view,0.055,,1,2026-06-08
INT0000560,CUST00029,PROD00077,rating,0.677,4.0,1,2025-01-01
INT0000561,CUST00029,PROD00250,view,0.082,,1,2025-08-15
INT0000562,CUST00029,PROD00076,rating,0.885,4.0,1,2026-01-31
INT0000563,CUST00029,PROD00150,view,0.097,,1,2025-12-30
INT0000564,CUST00029,PROD00228,purchase,1.0,,3,2025-03-04
INT0000565,CUST00029,PROD00095,purchase,1.0,,1,2025-06-08
INT0000566,CUST00029,PROD00028,rating,0.901,5.0,1,2025-05-27
INT0000567,CUST00029,PROD00044,view,0.06,,1,2025-06-03
INT0000568,CUST00029,PROD00035,purchase,0.938,,1,2025-11-11
INT0000569,CUST00029,PROD00234,view,0.13,,1,2025-10-24
INT0000570,CUST00029,PROD00026,view,0.115,,1,2025-06-14
INT0000571,CUST00029,PROD00104,view,0.067,,1,2026-01-21
INT0000572,CUST00029,PROD00188,wishlist,0.354,,1,2025-08-09
INT0000573,CUST00029,PROD00061,view,0.133,,1,2025-08-07
INT0000574,CUST00029,PROD00001,purchase,1.0,,1,2026-03-14
INT0000575,CUST00029,PROD00215,cart,0.653,,1,2026-01-17
INT0000576,CUST00029,PROD00215,view,0.065,,1,2026-02-18
INT0000577,CUST00029,PROD00224,view,0.135,,1,2025-07-01
INT0000578,CUST00029,PROD00090,purchase,1.0,,1,2025-09-15
INT0000579,CUST00029,PROD00032,rating,0.896,5.0,1,2026-06-14
INT0000580,CUST00029,PROD00099,wishlist,0.295,,1,2026-01-07
INT0000581,CUST00029,PROD00011,wishlist,0.373,,1,2025-11-23
INT0000582,CUST00029,PROD00245,wishlist,0.371,,1,2025-10-06
INT0000583,CUST00029,PROD00007,view,0.106,,1,2025-09-03
INT0000584,CUST00029,PROD00164,purchase,1.0,,1,2026-03-31
INT0000585,CUST00030,PROD00129,view,0.111,,1,2025-06-14
INT0000586,CUST00031,PROD00069,view,0.152,,1,2025-02-08
INT0000587,CUST00031,PROD00227,purchase,1.0,,1,2025-05-16
INT0000588,CUST00031,PROD00207,view,0.151,,1,2025-08-15
INT0000589,CUST00031,PROD00244,purchase,1.0,,1,2025-09-27
INT0000590,CUST00031,PROD00068,view,0.093,,1,2025-02-06
INT0000591,CUST00031,PROD00138,cart,0.607,,1,2025-08-21
INT0000592,CUST00031,PROD00226,view,0.146,,1,2026-05-20
INT0000593,CUST00031,PROD00006,view,0.078,,1,2025-08-30
INT0000594,CUST00031,PROD00013,view,0.123,,1,2025-09-06
INT0000595,CUST00031,PROD00018,view,0.066,,1,2025-09-26
INT0000596,CUST00031,PROD00203,view,0.11,,1,2025-09-23
INT0000597,CUST00031,PROD00122,view,0.101,,1,2026-07-01
INT0000598,CUST00031,PROD00156,purchase,1.0,,1,2025-07-25
INT0000599,CUST00031,PROD00119,view,0.095,,1,2026-04-09
INT0000600,CUST00031,PROD00004,wishlist,0.278,,1,2026-02-03
INT0000601,CUST00031,PROD00079,cart,0.589,,1,2025-08-06
INT0000602,CUST00031,PROD00213,view,0.085,,1,2026-05-08
INT0000603,CUST00031,PROD00245,cart,0.508,,1,2026-07-15
INT0000604,CUST00031,PROD00012,purchase,0.876,,2,2025-12-03
INT0000605,CUST00031,PROD00040,wishlist,0.392,,1,2026-02-23
INT0000606,CUST00031,PROD00034,view,0.142,,1,2026-01-15
INT0000607,CUST00031,PROD00202,view,0.078,,1,2026-02-27
INT0000608,CUST00031,PROD00116,rating,0.991,5.0,1,2025-10-29
INT0000609,CUST00031,PROD00018,view,0.087,,1,2025-03-22
INT0000610,CUST00031,PROD00132,view,0.08,,1,2025-03-11
INT0000611,CUST00031,PROD00153,purchase,0.919,,2,2025-04-26
INT0000612,CUST00031,PROD00021,cart,0.712,,1,2026-04-22
INT0000613,CUST00032,PROD00031,purchase,0.964,,1,2026-05-19
INT0000614,CUST00033,PROD00122,purchase,0.993,,2,2025-07-03
INT0000615,CUST00033,PROD00146,view,0.08,,1,2026-01-19
INT0000616,CUST00033,PROD00144,cart,0.629,,1,2025-09-23
INT0000617,CUST00033,PROD00218,view,0.052,,1,2025-02-17
INT0000618,CUST00033,PROD00226,purchase,0.943,,2,2025-12-18
INT0000619,CUST00033,PROD00207,purchase,1.0,,1,2026-02-19
INT0000620,CUST00033,PROD00131,purchase,1.0,,1,2025-07-24
INT0000621,CUST00033,PROD00163,rating,0.743,4.0,1,2025-02-13
INT0000622,CUST00033,PROD00128,view,0.09,,1,2026-04-05
INT0000623,CUST00033,PROD00022,cart,0.549,,1,2025-11-21
INT0000624,CUST00033,PROD00146,purchase,0.935,,1,2025-11-24
INT0000625,CUST00033,PROD00235,purchase,1.0,,1,2026-06-08
INT0000626,CUST00033,PROD00163,purchase,0.9,,1,2026-07-12
INT0000627,CUST00033,PROD00241,view,0.061,,1,2026-01-18
INT0000628,CUST00033,PROD00162,purchase,1.0,,1,2025-03-18
INT0000629,CUST00033,PROD00168,view,0.094,,1,2025-02-20
INT0000630,CUST00033,PROD00144,wishlist,0.408,,1,2025-06-02
INT0000631,CUST00033,PROD00032,view,0.154,,1,2026-06-18
INT0000632,CUST00033,PROD00072,view,0.122,,1,2026-07-17
INT0000633,CUST00033,PROD00129,view,0.094,,1,2025-12-02
INT0000634,CUST00033,PROD00095,purchase,0.989,,1,2026-03-26
INT0000635,CUST00033,PROD00190,purchase,1.0,,1,2026-02-24
INT0000636,CUST00033,PROD00041,view,0.099,,1,2025-03-03
INT0000637,CUST00034,PROD00250,view,0.133,,1,2025-04-08
INT0000638,CUST00034,PROD00169,view,0.144,,1,2025-11-25
INT0000639,CUST00034,PROD00060,view,0.09,,1,2026-07-12
INT0000640,CUST00034,PROD00245,wishlist,0.396,,1,2025-12-17
INT0000641,CUST00034,PROD00112,purchase,1.0,,2,2025-09-09
INT0000642,CUST00034,PROD00250,cart,0.617,,1,2026-07-26
INT0000643,CUST00034,PROD00163,view,0.082,,1,2025-02-22
INT0000644,CUST00034,PROD00195,wishlist,0.308,,1,2026-06-18
INT0000645,CUST00034,PROD00021,view,0.05,,1,2025-03-30
INT0000646,CUST00034,PROD00179,cart,0.686,,1,2025-08-28
INT0000647,CUST00034,PROD00234,purchase,0.962,,1,2025-11-14
INT0000648,CUST00034,PROD00208,cart,0.576,,1,2025-04-06
INT0000649,CUST00034,PROD00200,wishlist,0.387,,1,2025-07-25
INT0000650,CUST00034,PROD00036,purchase,0.907,,1,2025-05-28
INT0000651,CUST00034,PROD00166,cart,0.58,,1,2025-02-23
INT0000652,CUST00034,PROD00169,view,0.055,,1,2026-04-06
INT0000653,CUST00034,PROD00021,cart,0.546,,1,2025-06-04
INT0000654,CUST00034,PROD00246,purchase,0.922,,1,2026-06-01
INT0000655,CUST00034,PROD00135,purchase,0.865,,1,2025-09-05
INT0000656,CUST00034,PROD00215,view,0.099,,1,2026-07-29
INT0000657,CUST00034,PROD00133,view,0.105,,1,2026-05-02
INT0000658,CUST00034,PROD00183,rating,0.793,5.0,1,2025-09-11
INT0000659,CUST00034,PROD00148,view,0.094,,1,2026-07-08
INT0000660,CUST00034,PROD00138,cart,0.707,,1,2025-12-17
INT0000661,CUST00034,PROD00185,purchase,1.0,,2,2026-03-16
INT0000662,CUST00034,PROD00112,cart,0.663,,1,2025-10-28
INT0000663,CUST00034,PROD00006,wishlist,0.35,,1,2025-01-08
INT0000664,CUST00034,PROD00081,cart,0.59,,1,2026-01-25
INT0000665,CUST00034,PROD00148,view,0.05,,1,2025-05-04
INT0000666,CUST00034,PROD00150,cart,0.646,,1,2025-08-14
INT0000667,CUST00035,PROD00063,purchase,1.0,,2,2026-07-13
INT0000668,CUST00035,PROD00032,view,0.127,,1,2025-07-29
INT0000669,CUST00035,PROD00054,purchase,1.0,,1,2025-09-14
INT0000670,CUST00035,PROD00142,view,0.055,,1,2025-07-06
INT0000671,CUST00035,PROD00029,purchase,0.936,,1,2026-02-04
INT0000672,CUST00035,PROD00149,purchase,0.972,,3,2026-05-14
INT0000673,CUST00035,PROD00190,view,0.132,,1,2026-07-24
INT0000674,CUST00035,PROD00017,view,0.107,,1,2026-03-29
INT0000675,CUST00035,PROD00172,wishlist,0.349,,1,2025-05-01
INT0000676,CUST00035,PROD00072,view,0.116,,1,2025-08-03
INT0000677,CUST00035,PROD00245,wishlist,0.384,,1,2025-09-03
INT0000678,CUST00035,PROD00005,view,0.123,,1,2026-06-16
INT0000679,CUST00035,PROD00160,purchase,0.945,,1,2025-01-21
INT0000680,CUST00035,PROD00017,view,0.115,,1,2026-05-04
INT0000681,CUST00035,PROD00190,wishlist,0.412,,1,2025-09-15
INT0000682,CUST00035,PROD00087,view,0.056,,1,2026-01-04
INT0000683,CUST00035,PROD00238,wishlist,0.406,,1,2025-06-04
INT0000684,CUST00035,PROD00095,rating,0.813,4.0,1,2026-04-14
INT0000685,CUST00035,PROD00090,wishlist,0.34,,1,2025-04-04
INT0000686,CUST00035,PROD00185,purchase,1.0,,1,2025-08-25
INT0000687,CUST00036,PROD00075,purchase,1.0,,1,2025-06-11
INT0000688,CUST00036,PROD00165,cart,0.591,,1,2025-04-30
INT0000689,CUST00036,PROD00119,wishlist,0.386,,1,2026-05-10
INT0000690,CUST00036,PROD00219,view,0.074,,1,2025-05-17
INT0000691,CUST00036,PROD00110,cart,0.656,,1,2025-11-28
INT0000692,CUST00036,PROD00124,view,0.128,,1,2025-07-04
INT0000693,CUST00036,PROD00195,wishlist,0.349,,1,2026-05-01
INT0000694,CUST00036,PROD00084,cart,0.591,,1,2025-05-03
INT0000695,CUST00036,PROD00242,cart,0.577,,1,2025-09-04
INT0000696,CUST00036,PROD00201,cart,0.719,,1,2025-07-01
INT0000697,CUST00036,PROD00004,view,0.084,,1,2026-01-28
INT0000698,CUST00036,PROD00191,view,0.077,,1,2025-01-06
INT0000699,CUST00036,PROD00151,view,0.116,,1,2025-08-18
INT0000700,CUST00036,PROD00019,view,0.084,,1,2025-12-11
INT0000701,CUST00036,PROD00242,view,0.151,,1,2026-05-16
INT0000702,CUST00036,PROD00047,cart,0.616,,1,2026-03-15
INT0000703,CUST00036,PROD00140,wishlist,0.339,,1,2025-12-19
INT0000704,CUST00036,PROD00201,cart,0.684,,1,2026-05-19
INT0000705,CUST00036,PROD00122,view,0.114,,1,2025-03-26
INT0000706,CUST00036,PROD00169,cart,0.534,,1,2025-09-30
INT0000707,CUST00036,PROD00073,wishlist,0.418,,1,2025-06-13
INT0000708,CUST00036,PROD00225,view,0.137,,1,2026-06-10
INT0000709,CUST00036,PROD00177,purchase,1.0,,2,2025-09-19
INT0000710,CUST00036,PROD00124,view,0.092,,1,2026-07-24
INT0000711,CUST00036,PROD00114,wishlist,0.401,,1,2025-01-20
INT0000712,CUST00036,PROD00072,cart,0.588,,1,2026-05-24
INT0000713,CUST00036,PROD00220,purchase,1.0,,2,2025-03-13
INT0000714,CUST00037,PROD00242,wishlist,0.353,,1,2026-01-22
INT0000715,CUST00037,PROD00063,purchase,0.899,,1,2025-09-03
INT0000716,CUST00037,PROD00077,view,0.12,,1,2026-04-16
INT0000717,CUST00037,PROD00117,wishlist,0.438,,1,2025-07-16
INT0000718,CUST00037,PROD00180,wishlist,0.306,,1,2026-03-10
INT0000719,CUST00037,PROD00092,view,0.158,,1,2025-02-25
INT0000720,CUST00037,PROD00059,purchase,1.0,,1,2025-04-16
INT0000721,CUST00037,PROD00024,rating,0.765,3.0,1,2026-07-31
INT0000722,CUST00037,PROD00052,rating,0.736,4.0,1,2025-06-17
INT0000723,CUST00037,PROD00106,purchase,1.0,,1,2025-09-14
INT0000724,CUST00037,PROD00226,cart,0.519,,1,2026-06-23
INT0000725,CUST00037,PROD00085,cart,0.512,,1,2026-03-09
INT0000726,CUST00037,PROD00089,wishlist,0.4,,1,2026-03-29
INT0000727,CUST00037,PROD00116,view,0.081,,1,2025-01-31
INT0000728,CUST00037,PROD00085,view,0.084,,1,2025-04-14
INT0000729,CUST00037,PROD00150,purchase,1.0,,1,2025-11-16
INT0000730,CUST00038,PROD00037,rating,0.869,5.0,1,2025-08-14
INT0000731,CUST00038,PROD00250,view,0.125,,1,2025-02-14
INT0000732,CUST00038,PROD00086,view,0.119,,1,2026-02-11
INT0000733,CUST00038,PROD00185,cart,0.571,,1,2026-01-20
INT0000734,CUST00038,PROD00053,view,0.094,,1,2026-06-20
INT0000735,CUST00038,PROD00104,wishlist,0.385,,1,2025-04-24
INT0000736,CUST00038,PROD00073,view,0.086,,1,2026-06-06
INT0000737,CUST00038,PROD00114,cart,0.612,,1,2026-03-15
INT0000738,CUST00038,PROD00192,view,0.081,,1,2025-04-01
INT0000739,CUST00038,PROD00006,view,0.096,,1,2026-07-29
INT0000740,CUST00038,PROD00225,cart,0.622,,1,2025-08-09
INT0000741,CUST00038,PROD00192,view,0.103,,1,2025-04-02
INT0000742,CUST00038,PROD00017,purchase,1.0,,1,2025-11-23
INT0000743,CUST00038,PROD00210,rating,0.883,4.0,1,2026-03-23
INT0000744,CUST00038,PROD00248,view,0.098,,1,2025-01-17
INT0000745,CUST00038,PROD00109,view,0.053,,1,2025-05-06
INT0000746,CUST00038,PROD00198,view,0.143,,1,2026-01-30
INT0000747,CUST00038,PROD00099,cart,0.595,,1,2025-11-03
INT0000748,CUST00038,PROD00061,view,0.108,,1,2025-03-06
INT0000749,CUST00038,PROD00169,rating,0.848,4.0,1,2026-07-22
INT0000750,CUST00038,PROD00086,view,0.148,,1,2026-06-18
INT0000751,CUST00038,PROD00132,purchase,1.0,,1,2025-10-23
INT0000752,CUST00038,PROD00134,view,0.064,,1,2025-08-03
INT0000753,CUST00040,PROD00178,view,0.05,,1,2025-06-03
INT0000754,CUST00040,PROD00179,rating,0.908,4.0,1,2025-12-03
INT0000755,CUST00040,PROD00243,cart,0.473,,1,2025-06-22
INT0000756,CUST00040,PROD00138,view,0.128,,1,2025-05-20
INT0000757,CUST00040,PROD00022,purchase,1.0,,1,2025-05-21
INT0000758,CUST00040,PROD00158,cart,0.585,,1,2025-02-16
INT0000759,CUST00040,PROD00104,cart,0.496,,1,2026-01-01
INT0000760,CUST00040,PROD00150,wishlist,0.424,,1,2026-06-03
INT0000761,CUST00040,PROD00145,purchase,1.0,,1,2025-01-14
INT0000762,CUST00040,PROD00101,view,0.136,,1,2026-01-15
INT0000763,CUST00040,PROD00200,cart,0.603,,1,2026-03-09
INT0000764,CUST00040,PROD00164,view,0.133,,1,2025-01-14
INT0000765,CUST00040,PROD00223,view,0.118,,1,2025-07-23
INT0000766,CUST00040,PROD00115,rating,0.754,3.0,1,2025-08-20
INT0000767,CUST00040,PROD00053,rating,0.77,3.0,1,2026-03-15
INT0000768,CUST00040,PROD00062,view,0.061,,1,2026-06-12
INT0000769,CUST00040,PROD00193,purchase,0.887,,1,2025-05-02
INT0000770,CUST00040,PROD00164,view,0.074,,1,2026-05-17
INT0000771,CUST00040,PROD00158,rating,0.783,5.0,1,2026-05-23
INT0000772,CUST00040,PROD00081,purchase,1.0,,1,2025-10-25
INT0000773,CUST00040,PROD00040,view,0.08,,1,2025-03-22
INT0000774,CUST00040,PROD00232,view,0.05,,1,2026-05-28
INT0000775,CUST00041,PROD00250,view,0.105,,1,2025-04-11
INT0000776,CUST00041,PROD00142,purchase,1.0,,1,2025-08-16
INT0000777,CUST00041,PROD00018,view,0.121,,1,2026-04-18
INT0000778,CUST00041,PROD00248,view,0.105,,1,2025-06-15
INT0000779,CUST00041,PROD00089,view,0.111,,1,2025-04-20
INT0000780,CUST00041,PROD00250,cart,0.651,,1,2026-01-22
INT0000781,CUST00041,PROD00142,wishlist,0.355,,1,2026-06-19
INT0000782,CUST00041,PROD00060,cart,0.487,,1,2025-07-06
